previous_crop,new_crop,compatibility,rotation_score,nutrient_effect,nitrogen_effect,root_pattern,water_compatibility,pest_disease_break,rotation_reason,recommendation,confidence,source_type,notes
Black Gram (Urad),Sugarcane,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Shallow Taproot (25-50 cm) with Deep Dense Root System (80-150 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Legume/Pulse (Black Gram (Urad)) to Sugar Crop (Sugarcane) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Black Gram (Urad),Sunflower,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Shallow Taproot (25-50 cm) with Deep Taproot (80-140 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Legume/Pulse (Black Gram (Urad)) to Oilseed (Sunflower) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Black Gram (Urad),Tea,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Shallow Taproot (25-50 cm) with Deep Perennial (150+ cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Legume/Pulse (Black Gram (Urad)) to Plantation (Tea) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Black Gram (Urad),Tobacco,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Shallow Taproot (25-50 cm) with Moderate Taproot (40-80 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Legume/Pulse (Black Gram (Urad)) to Commercial (Tobacco) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Black Gram (Urad),Tomato,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Shallow Taproot (25-50 cm) with Moderate Taproot (30-60 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Legume/Pulse (Black Gram (Urad)) to Vegetable (Tomato) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Black Gram (Urad),Turmeric,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Shallow Taproot (25-50 cm) with Moderate Rhizomatous (25-50 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Legume/Pulse (Black Gram (Urad)) to Spices (Turmeric) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Black Gram (Urad),Vegetables,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Shallow Taproot (25-50 cm) with Shallow to Moderate (20-50 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Legume/Pulse (Black Gram (Urad)) to Vegetable (Vegetables) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Black Gram (Urad),Watermelon,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Shallow Taproot (25-50 cm) with Moderate Taproot (40-70 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Legume/Pulse (Black Gram (Urad)) to Vegetable (Watermelon) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Black Gram (Urad),Wheat,High,0.85,Maximizes yield response from residual legume nitrogen credit,Cereal capitalizes on 30-50 kg/ha residual fixed nitrogen,"Fibrous roots thrive in loosened, biologically active soil",Standard cereal water management,Zero shared pathogen hosts between legume and cereal,Optimal succession: Wheat gains substantial yield and vigor from residual nitrogen fixed by preceding Black Gram (Urad).,Prefer,High,ICAR Cropping Systems Research,Reduces synthetic nitrogen requirement by 15-25%.
Cashew,Apple,Medium,0.65,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Perennial Tree (150+ cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Fruit/Horticulture (Apple) maintains balanced soil biology.,Consider,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Bajra (Pearl Millet),High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Fibrous (60-100 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Cereal (Bajra (Pearl Millet)) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Banana,Medium,0.65,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Shallow to Deep Dense Mat (30-80 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Fruit/Horticulture (Banana) maintains balanced soil biology.,Consider,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Black Gram (Urad),High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Shallow Taproot (25-50 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Legume/Pulse (Black Gram (Urad)) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Cashew,Medium,0.65,Steady Perennial Uptake,Maintain organic mulching,Established Deep Rooting,Established irrigation cycle,Requires regular orchard sanitation,Continuous perennial cultivation of Cashew; maintain soil health with inter-row cover crops.,Consider,High,Perennial Management Standard,Orchard/plantation systems require canopy and tree health monitoring.
Cashew,Castor,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Taproot (100-160 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Oilseed (Castor) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Chickpea,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Taproot (60-100 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Legume/Pulse (Chickpea) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Chilli,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (30-60 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Spices (Chilli) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Coconut,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Dense Adventitious (100-200 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Plantation (Coconut) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Coffee,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Perennial (150+ cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Plantation (Coffee) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Cotton,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Taproot (100-180 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Fibre (Cotton) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Garlic,High,0.8,Diversified nutrient extraction across shallow and deep root zones,Efficient utilization of residual organic fertility,Alternates shallow bulb roots with deeper field crop roots,Standard water management,Allium sulfur compounds provide natural fungicidal properties,"Highly compatible rotation: Garlic benefits from the clean, pathogen-reduced seedbed following Cashew.",Prefer,High,Horticultural Research Standard,High economic diversification.
Cashew,Ginger,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Shallow Rhizomatous (20-40 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Spices (Ginger) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Grapes,Medium,0.65,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Perennial Vine (100-200 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Fruit/Horticulture (Grapes) maintains balanced soil biology.,Consider,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Groundnut,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (30-60 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Legume/Pulse (Groundnut) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Guava,Medium,0.65,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate to Deep (80-150 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Fruit/Horticulture (Guava) maintains balanced soil biology.,Consider,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Jowar (Sorghum),High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Fibrous (60-120 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Cereal (Jowar (Sorghum)) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Jute,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (40-70 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Fibre (Jute) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Kidney Beans,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (30-50 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Legume/Pulse (Kidney Beans) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Lentil (Masoor),High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Shallow Taproot (20-40 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Legume/Pulse (Lentil (Masoor)) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Linseed,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Fibrous (30-60 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Oilseed (Linseed) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Maize,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Fibrous (40-80 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Cereal (Maize) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Mango,Medium,0.65,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Taproot (200+ cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Fruit/Horticulture (Mango) maintains balanced soil biology.,Consider,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Millets,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Fibrous (30-60 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Cereal (Millets) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Moth Beans,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Taproot (50-90 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Legume/Pulse (Moth Beans) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Mung Bean,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Shallow Taproot (25-45 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Legume/Pulse (Mung Bean) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Muskmelon,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (35-65 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Vegetable (Muskmelon) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Mustard,High,0.8,Balanced nutrient uptake with biofumigation benefit,Moderate nitrogen utilization,Deep taproot explores subsoil nutrient reserves,Low water footprint conserves soil moisture,Mustard glucosinolates act as natural biofumigant against soil fungi,Favorable biofumigant rotation: Mustard suppresses soil-borne pathogens and complements Cashew.,Prefer,High,Directorate of Rapeseed-Mustard Research,Excellent rabi partner following Kharif cereals or pulses.
Cashew,Oilseeds,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (40-70 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Oilseed (Oilseeds) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Onion,High,0.8,Diversified nutrient extraction across shallow and deep root zones,Efficient utilization of residual organic fertility,Alternates shallow bulb roots with deeper field crop roots,Standard water management,Allium sulfur compounds provide natural fungicidal properties,"Highly compatible rotation: Onion benefits from the clean, pathogen-reduced seedbed following Cashew.",Prefer,High,Horticultural Research Standard,High economic diversification.
Cashew,Orange,Medium,0.65,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Perennial Tree (120-180 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Fruit/Horticulture (Orange) maintains balanced soil biology.,Consider,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Papaya,Medium,0.65,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Fibrous (40-80 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Fruit/Horticulture (Papaya) maintains balanced soil biology.,Consider,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Pigeon Peas (Tur),High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Taproot (100-150 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Legume/Pulse (Pigeon Peas (Tur)) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Pomegranate,Medium,0.65,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Perennial Shrub (100-180 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Fruit/Horticulture (Pomegranate) maintains balanced soil biology.,Consider,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Potato,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Shallow Fibrous & Tuber (25-45 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Vegetable (Potato) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Pulses,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (30-60 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Legume/Pulse (Pulses) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Ragi,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Shallow Fibrous (20-40 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Cereal (Ragi) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Rice,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Shallow Fibrous (20-40 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Cereal (Rice) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Rubber,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Perennial (200+ cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Plantation (Rubber) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Sesame,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (40-70 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Oilseed (Sesame) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Soybean,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (40-70 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Legume/Pulse (Soybean) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Spices,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (30-60 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Spices (Spices) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Sugarcane,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Dense Root System (80-150 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Sugar Crop (Sugarcane) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Sunflower,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Taproot (80-140 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Oilseed (Sunflower) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Tea,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Deep Perennial (150+ cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Plantation (Tea) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Tobacco,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (40-80 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Commercial (Tobacco) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Tomato,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (30-60 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Vegetable (Tomato) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Turmeric,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Rhizomatous (25-50 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Spices (Turmeric) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Vegetables,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Shallow to Moderate (20-50 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Vegetable (Vegetables) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Watermelon,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Taproot (40-70 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Vegetable (Watermelon) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Cashew,Wheat,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (150-250 cm) with Moderate Fibrous (30-60 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Fruit/Horticulture (Cashew) to Cereal (Wheat) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Castor,Apple,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (100-160 cm) with Deep Perennial Tree (150+ cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Oilseed (Castor) to Fruit/Horticulture (Apple) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Castor,Bajra (Pearl Millet),High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (100-160 cm) with Deep Fibrous (60-100 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Oilseed (Castor) to Cereal (Bajra (Pearl Millet)) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Castor,Banana,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (100-160 cm) with Shallow to Deep Dense Mat (30-80 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Oilseed (Castor) to Fruit/Horticulture (Banana) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Castor,Black Gram (Urad),High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (100-160 cm) with Shallow Taproot (25-50 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Oilseed (Castor) to Legume/Pulse (Black Gram (Urad)) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Castor,Cashew,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (100-160 cm) with Deep Taproot (150-250 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Oilseed (Castor) to Fruit/Horticulture (Cashew) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Castor,Castor,Low,0.35,Heavy Single-Zone Nutrient Depletion,Exhausts available nitrogen pools,Identical Root Zone Compaction,Identical moisture stress profile,High risk of pest and soil-borne disease accumulation,"Consecutive cropping of Castor on the same field increases specialized pest pressure, weed resistance, and localized nutrient depletion.",Avoid,High,Agronomic Monoculture Principle,Rotate with a different crop family (e.g. pulses or oilseeds) to restore soil vitality.
Castor,Chickpea,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (100-160 cm) with Deep Taproot (60-100 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Oilseed (Castor) to Legume/Pulse (Chickpea) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
Castor,Chilli,High,0.75,Healthy cross-family nutrient diversification,Standard balanced nutrient management,Alternates Deep Taproot (100-160 cm) with Moderate Taproot (30-60 cm),Adaptable to prevailing seasonal moisture,Effective interruption of specialized pests between different plant families,Favorable crop diversification: rotating from Oilseed (Castor) to Spices (Chilli) maintains balanced soil biology.,Prefer,High,General Agronomic Rotation Principle,Follow standard package of practices.
